Dia,Mes,Ano,Departamento,Municipio,Lugar de Ocurrencia,Tipo de Implicado (1),Tipo de Implicado (2),Nº Victimas,Fuente,
27,11,1986, Antioquia,Mutata,Corregimiento Bajira,Grupo Armado No Identificado,Grupo Armado No Identificado,1,"Comite Permanente Por la Defensa de los Derechos Humanos; Itinerario de la Represion y la Violencia Institucionalizadas 1986, Pp. 113",
29,11,1986,Guaviare,San Jose del Guaviare,Cabecera Municipal - Barrio Primero de Mayo,Grupos Paramilitares,Grupos Paramilitares,1,"Comite Permanente Por la Defensa de los Derechos Humanos; Itinerario de la Represion y la Violencia Institucionalizadas 1986, Pp. 114",
29,11,1986,Santander,Bucaramanga,Cabecera Municipal - Barrio Santander,Grupos Paramilitares,Grupos Paramilitares,2,"Comite Permanente Por la Defensa de los Derechos Humanos; Itinerario de la Represion y la Violencia Institucionalizadas 1986, Pp. 114",
3,12,1986,Santander,Bucaramanga,,Grupos Paramilitares,Grupos Paramilitares,2,"Comite Permanente Por la Defensa de los Derechos Humanos; Itinerario de la Represion y la Violencia Institucionalizadas 1986, Pp. 116",
4,12,1986,Valle del Cauca,Yumbo,,Grupos Paramilitares,Grupos Paramilitares,1,"Comite Permanente Por la Defensa de los Derechos Humanos; Itinerario de la Represion y la Violencia Institucionalizadas 1986, Pp. 116",
6,12,1986,Bolivar,San Pablo,,Grupos Paramilitares,Grupos Paramilitares,1,"Comite Permanente Por la Defensa de los Derechos Humanos; Itinerario de la Represion y la Violencia Institucionalizadas 1986, Pp. 116",
6,12,1986,Magdalena ,Santa Marta,Cabecera Municipal y Sitio La Y,Grupos Paramilitares,Grupos Paramilitares,2,"Comite Permanente Por la Defensa de los Derechos Humanos; Itinerario de la Represion y la Violencia Institucionalizadas 1986, Pp. 116",
7,12,1986,Tolima ,Villarrica,IP La Colonia,Fuerza Publica,Ejercito Nacional,2,"Comite Permanente Por la Defensa de los Derechos Humanos; Itinerario de la Represion y la Violencia Institucionalizadas 1986, Pp. 117",
7,12,1986,Valle del Cauca,Yumbo,,Grupos Paramilitares,Grupos Paramilitares,1,"Comite Permanente Por la Defensa de los Derechos Humanos; Itinerario de la Represion y la Violencia Institucionalizadas 1986, Pp. 117",
8,12,1986,Boyaca,Puerto Boyaca,,Desconocidos,Desconocidos,1,"Comite Permanente Por la Defensa de los Derechos Humanos; Itinerario de la Represion y la Violencia Institucionalizadas 1986, Pp. 117",
8,12,1986,Valle del Cauca,Yumbo,,Grupos Paramilitares,Grupos Paramilitares,1,"Comite Permanente Por la Defensa de los Derechos Humanos; Itinerario de la Represion y la Violencia Institucionalizadas 1986, Pp. 117",
10,12,1986, Antioquia,Apartado,,Grupos Paramilitares,Grupos Paramilitares,3,"Comite Permanente Por la Defensa de los Derechos Humanos; Itinerario de la Represion y la Violencia Institucionalizadas 1986, Pp. 118",
18,12,1986,Casanare,Paz de Ariporo,Corregimiento Aguada,Fuerza Publica,Ejercito Nacional,1,"Comite Permanente Por la Defensa de los Derechos Humanos; Itinerario de la Represion y la Violencia Institucionalizadas 1986, Pp. 119",
21,12,1986,Distrito Capital,Bogota D.C.,Cabecera Municipal,Fuerza Publica,Policia Nacional,3,"Comite Permanente Por la Defensa de los Derechos Humanos; Itinerario de la Represion y la Violencia Institucionalizadas 1986, Pp. 120",
22,12,1986,Valle del Cauca,Cartago,,Grupos Paramilitares,Grupos Paramilitares,1,"Comite Permanente Por la Defensa de los Derechos Humanos; Itinerario de la Represion y la Violencia Institucionalizadas 1986, Pp. 121",
22,12,1986,Valle del Cauca,Palmira,,Grupos Paramilitares,Grupos Paramilitares,1,"Comite Permanente Por la Defensa de los Derechos Humanos; Itinerario de la Represion y la Violencia Institucionalizadas 1986, Pp. 121",
22,12,1986,Valle del Cauca,Tulua,,Grupos Paramilitares,Grupos Paramilitares,2,"Comite Permanente Por la Defensa de los Derechos Humanos; Itinerario de la Represion y la Violencia Institucionalizadas 1986, Pp. 121",
22,12,1986,Valle del Cauca,Yumbo,,Grupos Paramilitares,Grupos Paramilitares,1,"Comite Permanente Por la Defensa de los Derechos Humanos; Itinerario de la Represion y la Violencia Institucionalizadas 1986, Pp. 121",
24,12,1986, Antioquia,Puerto Nare,Corregimiento La Sierra,Grupos Paramilitares,Grupos Paramilitares,1,"Comite Permanente Por la Defensa de los Derechos Humanos; Itinerario de la Represion y la Violencia Institucionalizadas 1986, Pp. 122",
26,12,1986,Sucre,San Benito Abad,Corregimiento San Roque,Grupos Paramilitares,Grupos Paramilitares,1,"Comite Permanente Por la Defensa de los Derechos Humanos; Itinerario de la Represion y la Violencia Institucionalizadas 1986, Pp. 122",
30,12,1986,Bolivar,Cartagena,,Grupos Paramilitares,Grupos Paramilitares,2,"Comite Permanente Por la Defensa de los Derechos Humanos; Itinerario de la Represion y la Violencia Institucionalizadas 1986, Pp. 122",
31,12,1986,Casanare,Yopal,,Desconocidos,Desconocidos,1,"Comite Permanente Por la Defensa de los Derechos Humanos; Itinerario de la Represion y la Violencia Institucionalizadas 1986, Pp. 123",
16,1,1987,Boyaca,Puerto Boyaca,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Colombia Nunca Mas. Crimenes de Lesa Humanidad. Zona 14 Pp. 196,
20,1,1987,Meta,Vista Hermosa,,Fuerza Publica,Ejercito Nacional,3,Colombia Nunca Mas. Crimenes de Lesa Humanidad. Zona 7 Pp. 238,
20,1,1987,Boyaca,Puerto Boyaca,IP Puerto Serviez,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Colombia Nunca Mas. Crimenes de Lesa Humanidad. Zona 14 Pp. 196,
1,3,1987,Boyaca,Puerto Boyaca,,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Colombia Nunca Mas. Crimenes de Lesa Humanidad. Zona 14 Pp. 197,
2,3,1987,Antioquia,Yondo,Vereda El Tigre,Grupos Paramilitares,Grupos Paramilitares,1,Colombia Nunca Mas. Crimenes de Lesa Humanidad. Zona 14 Pp. 320,
7,3,1987,Antioquia,Puerto Nare,IP La Sierra,Grupos Paramilitares,Grupos Paramilitares,1,Colombia Nunca Mas. Crimenes de Lesa Humanidad. Zona 14 Pp. 346,
7,3,1987,meta,Fuente de Oro,Casco Urbano,Grupos Paramilitares,Grupos Paramilitares,2,Colombia Nunca Mas. Crimenes de Lesa Humanidad. Zona 7 Pp. 276,
7,3,1987,Meta,El Castillo,ID Medellin del Ariari,Fuerza Publica,Policia Nacional,1,Colombia Nunca Mas. Crimenes de Lesa Humanidad. Zona 7 Pp. 219,
8,3,1987,Meta,El Castillo,,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Colombia Nunca Mas. Crimenes de Lesa Humanidad. Zona 7 Pp. 219,
9,3,1987,Antioquia,Puerto Nare,IP La Sierra,Grupos Paramilitares,Grupos Paramilitares,1,Colombia Nunca Mas. Crimenes de Lesa Humanidad. Zona 14 Pp. 346,
10,3,1987,Meta,Villavicencio,Casco Urbano-Barrio 20 de Julio,Grupos Paramilitares,Grupos Paramilitares,1,Colombia Nunca Mas. Crimenes de Lesa Humanidad. Zona 7 Pp. 289,
21,3,1987,Cesar,Curumani,,Fuerza Publica,Ejercito Nacional,1,Colombia Nunca Mas. Crimenes de Lesa Humanidad. Sur del Cesar. Zona 5 Pp. 112,
26,3,1987,Guaviare,San Jose del Guaviare,,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Colombia Nunca Mas. Crimenes de Lesa Humanidad. Zona 7 Pp. 328,
29,3,1987,Santander,Chima,Vereda Jerico,Grupos Paramilitares,Grupos Paramilitares,1,Colombia Nunca Mas. Crimenes de Lesa Humanidad. Provincias Santandereanas. Zona 5 Pp. 63,
30,3,1987,Antioquia,Puerto Nare,Corregimiento La Sierra,Grupos Paramilitares,Grupos Paramilitares,1,Colombia Nunca Mas. Crimenes de Lesa Humanidad. Zona 14 Pp. 347,
1,4,1987,Cesar,Bucaramanga,,Fuerza Publica,Ejercito Nacional,1,Colombia Nunca Mas. Crimenes de Lesa Humanidad. Sur del Cesar. Zona 5 Pp. 112,
4,4,1987,Meta,El Castillo,ID Medellin del Ariari-Vereda Campo Alegre,Fuerza Publica,Ejercito Nacional,2,Colombia Nunca Mas. Crimenes de Lesa Humanidad. Zona 7 Pp. 219,
5,4,1987,Boyaca,Puerto Boyaca,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Colombia Nunca Mas. Crimenes de Lesa Humanidad. Zona 14 Pp. 197,
15,4,1987,Antioquia,Remedios,Vereda El Recreo,Fuerza Publica,Ejercito Nacional,1,Colombia Nunca Mas. Crimenes de Lesa Humanidad. Zona 14 Pp. 420,
18,4,1987,Meta,Villavicencio,Casco Urbano,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Colombia Nunca Mas. Crimenes de Lesa Humanidad. Zona 7 Pp. 290,
20,4,1987,Meta,Villavicencio,Casco Urbano,Grupos Paramilitares,Grupos Paramilitares,1,Colombia Nunca Mas. Crimenes de Lesa Humanidad. Zona 7 Pp. 290,
5,5,1987,Guaviare,San Jose del Guaviare,,Grupos Paramilitares,Grupos Paramilitares,1,Colombia Nunca Mas. Crimenes de Lesa Humanidad. Zona 7 Pp. 328,
7,5,1987,Boyaca,Puerto Boyaca,Vereda Pozo Dos,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Colombia Nunca Mas. Crimenes de Lesa Humanidad. Zona 14 Pp. 197,
10,5,1987,Meta,Cubarral,,Fuerza Publica,Ejercito Nacional y Civiles,2,Colombia Nunca Mas. Crimenes de Lesa Humanidad. Zona 7 Pp. 219,
15,5,1987,Meta,San Martin,,Grupos Paramilitares,Grupos Paramilitares,1,Colombia Nunca Mas. Crimenes de Lesa Humanidad. Zona 7 Pp. 284,
20,5,1987,Meta,Puerto Lopez,,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Colombia Nunca Mas. Crimenes de Lesa Humanidad. Zona 7 Pp. 307,
,5,1987,Antioquia,Amalfi,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Colombia Nunca Mas. Crimenes de Lesa Humanidad. Zona 14 Pp. 604,
1,6,1987,Santander,Curiti,Vereda Llano de Navas,Grupos Paramilitares,Grupos Paramilitares,2,Colombia Nunca Mas. Crimenes de Lesa Humanidad. Provincias Santandereanas. Zona 5 Pp. 74,
12,6,1987,Santander,Cerrito,,Fuerza Publica,Ejercito Nacional,1,Colombia Nunca Mas. Crimenes de Lesa Humanidad. Provincias Santandereanas. Zona 5 Pp. 123,
24,6,1987,Santander,Contratacion,Vereda Santa Rosa,Grupos Paramilitares,Grupos Paramilitares,2,Colombia Nunca Mas. Crimenes de Lesa Humanidad. Provincias Santandereanas. Zona 5 Pp. 65,
5,7,1987,Meta,Mesetas,Casco Urbano,Fuerza Publica,Policia Nacional,2,Colombia Nunca Mas. Crimenes de Lesa Humanidad. Zona 7 Pp. 255,
11,7,1987,Santander,Sucre,Zona Rural-IP La Pradera,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Colombia Nunca Mas. Crimenes de Lesa Humanidad. Provincias Santandereanas. Zona 5 Pp. 55,
19,7,1987,Meta,El Castillo,,Fuerza Publica,Ejercito Nacional,1,Colombia Nunca Mas. Crimenes de Lesa Humanidad. Zona 7 Pp. 220,
8,8,1987,Antioquia,Caracoli,,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Colombia Nunca Mas. Crimenes de Lesa Humanidad. Zona 14 Pp. 594,
12,8,1987,Meta,Villavicencio,Casco Urbano,Grupos Paramilitares,Grupos Paramilitares,1,Colombia Nunca Mas. Crimenes de Lesa Humanidad. Zona 7 Pp. 291,
22,8,1987,Meta,San Martin,Casco Urbano,Grupos Paramilitares,Grupos Paramilitares,1,Colombia Nunca Mas. Crimenes de Lesa Humanidad. Zona 7 Pp. 284,
23,8,1987,Boyaca,Puerto Boyaca,IP Centro Calderon,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Colombia Nunca Mas. Crimenes de Lesa Humanidad. Zona 14 Pp. 197,
24,8,1987,Boyaca,Puerto Boyaca,IP Puerto Palaga - Sitio Pozo Caipal 10,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Colombia Nunca Mas. Crimenes de Lesa Humanidad. Zona 14 Pp. 197,
26,8,1987,Meta,Puerto Lopez,Casco Urbano,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Colombia Nunca Mas. Crimenes de Lesa Humanidad. Zona 7 Pp. 307,
31,8,1987,Santander,El Playon,Vereda La Aguada,Grupos Paramilitares,Grupos Paramilitares,3,Colombia Nunca Mas. Crimenes de Lesa Humanidad. Provincias Santandereanas. Zona 5 Pp. 93,
5,9,1987,Meta,Vista Hermosa,Sitio Puerto Lucas,Fuerza Publica,Ejercito Nacional,2,Colombia Nunca Mas. Crimenes de Lesa Humanidad. Zona 7 Pp. 239,
7,9,1987,Meta,Vista Hermosa,Sitio Puerto Lucas,Fuerza Publica,Ejercito Nacional,1,Colombia Nunca Mas. Crimenes de Lesa Humanidad. Zona 7 Pp. 240,
8,9,1987,Guaviare,San Jose del Guaviare,,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Colombia Nunca Mas. Crimenes de Lesa Humanidad. Zona 7 Pp. 329,
11,9,1987,Meta,Puerto Lopez,,Grupos Paramilitares,Grupos Paramilitares,3,Colombia Nunca Mas. Crimenes de Lesa Humanidad. Zona 7 Pp. 307,
11,9,1987,Meta,Vista Hermosa,,Grupos Paramilitares,Grupos Paramilitares,1,Colombia Nunca Mas. Crimenes de Lesa Humanidad. Zona 7 Pp. 240,
27,9,1987,Boyaca,Puerto Boyaca,Vereda Agualinda,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Colombia Nunca Mas. Crimenes de Lesa Humanidad. Zona 14 Pp. 197,
30,9,1987,Antioquia,Puerto Nare,IP La Sierra,Grupos Paramilitares,Grupos Paramilitares,1,Colombia Nunca Mas. Crimenes de Lesa Humanidad. Zona 14 Pp. 348,
11,10,1987,Cundinamarca,La Mesa,,Grupos Paramilitares,Grupos Paramilitares,1,Semana,
16,10,1987,Boyaca,Puerto Boyaca,Vereda Las Pavas,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Colombia Nunca Mas. Crimenes de Lesa Humanidad. Zona 14 Pp. 197,
30,10,1987,Meta,Vista Hermosa,,Grupos Paramilitares,Grupos Paramilitares,1,Colombia Nunca Mas. Crimenes de Lesa Humanidad. Zona 7 Pp. 240,
2,11,1987,Meta,El Castillo,ID Medellin del Ariari,Grupos Paramilitares,Grupos Paramilitares,1,Colombia Nunca Mas. Crimenes de Lesa Humanidad. Zona 7 Pp. 220,
4,11,1987,Meta,Mapiripan,Casco Urbano,Fuerza Publica,Policia Nacional,1,Colombia Nunca Mas. Crimenes de Lesa Humanidad. Zona 7 Pp. 324,
12,11,1987,Boyaca,Puerto Boyaca,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Colombia Nunca Mas. Crimenes de Lesa Humanidad. Zona 14 Pp. 197,
14,11,1987,Boyaca,Puerto Boyaca,IP Puerto Serviez,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Colombia Nunca Mas. Crimenes de Lesa Humanidad. Zona 14 Pp. 197,
16,11,1987,Antioquia,Puerto Nare,Corregimiento La Sierra,Grupos Paramilitares,Grupos Paramilitares,2,Colombia Nunca Mas. Crimenes de Lesa Humanidad. Zona 14 Pp. 348,
23,11,1987,Boyaca,Puerto Boyaca,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Colombia Nunca Mas. Crimenes de Lesa Humanidad. Zona 14 Pp. 198,
,11,1987,Meta,San Martin,,Fuerza Publica,Policia Nacional,1,Colombia Nunca Mas. Crimenes de Lesa Humanidad. Zona 7 Pp. 284,
15,12,1987,Antioquia,Maceo,,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Colombia Nunca Mas. Crimenes de Lesa Humanidad. Zona 14 Pp. 587,
17,12,1987,Boyaca,Puerto Boyaca,Vereda Muelle Velasquez,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Colombia Nunca Mas. Crimenes de Lesa Humanidad. Zona 14 Pp. 198,
22,12,1987,Boyaca,Puerto Boyaca,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Colombia Nunca Mas. Crimenes de Lesa Humanidad. Zona 14 Pp. 198,
1,1,1988, Antioquia,Bolivar,A fueras del pueblo,Grupo Armado No Identificado,Grupo Armado No Identificado,1,"Justicia y Paz Vol. 1 Nº 1, pag. 10",
2,1,1988,Arauca,Saravena,,Desconocidos,Desconocidos,1,"Justicia y Paz Vol. 1 Nº 1, pag. 10",
3,1,1988, Antioquia,Medellin,Carretera al Mar,Desconocidos,Desconocidos,1,"Justicia y Paz Vol. 1 Nº 1, pag. 10",
3,1,1988,Cesar,San Martin,,Guerrilla  ,Guerrilla No Identificada,1,"Justicia y Paz Vol. 1 Nº 1, pag. 14",
5,1,1988,Santander,Barrancabermeja,,Grupo Armado No Identificado,Grupo Armado No Identificado,1,"Justicia y Paz Vol. 1 Nº 1, pag. 10",
7,1,1988, Antioquia,Granada,,Desconocidos,Desconocidos,3,"Justicia y Paz Vol. 1 Nº 1, pag. 15",
7,1,1988, Antioquia,Apartado,,Grupo Armado No Identificado,Grupo Armado No Identificado,1,"Justicia y Paz Vol. 1 Nº 1, pag. 10",
8,1,1988, Antioquia,Apartado,,Desconocidos,Desconocidos,1,"Justicia y Paz Vol. 1 Nº 1, pag. 10",
8,1,1988,Sucre,Corozal,Via Sincelejo-Corozal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,"Justicia y Paz Vol. 1 Nº 1, pag. 10",
8,1,1988,Bolivar,Achi,,Guerrilla  ,Guerrilla-ELN,1,"Justicia y Paz Vol. 1 Nº 1, pag. 15",
10,1,1988,Caqueta,Puerto Rico,Residencia,Grupo Armado No Identificado,Grupo Armado No Identificado,1,"Justicia y Paz Vol. 1 Nº 1, pag. 11",
11,1,1988,Santander,Rionegro,Bar,Grupo Armado No Identificado,Grupo Armado No Identificado,2,"Justicia y Paz Vol. 1 Nº 1, pag. 16",
13,1,1988, Antioquia,La Ceja,Cabecera Municipal,Fuerza Publica,Ejercito Nacional,3,"Justicia y Paz Vol. 1 Nº 1, pag. 17",
13,1,1988, Antioquia,Apartado,,Grupo Armado No Identificado,Grupo Armado No Identificado,1,"Justicia y Paz Vol. 1 Nº 1, pag. 11",
13,1,1988,Santander,Barrancabermeja,Casa de un pariente,Grupo Armado No Identificado,Grupo Armado No Identificado,1,"Justicia y Paz Vol. 1 Nº 1, pag. 17",
13,1,1988,Cordoba,Monteria,,Guerrilla  ,Guerrilla-EPL,1,"Justicia y Paz Vol. 1 Nº 1, pag. 16",
15,1,1988, Antioquia,Apartado,,Grupo Armado No Identificado,Grupo Armado No Identificado,1,"Justicia y Paz Vol. 1 Nº 1, pag. 11",
15,1,1988,Caqueta,El Paujil,,Grupo Armado No Identificado,Grupo Armado No Identificado,1,"Justicia y Paz Vol. 1 Nº 1, pag. 11",
15,1,1988,Santander,Barrancabermeja,,Grupo Armado No Identificado,Grupo Armado No Identificado,1,"Justicia y Paz Vol. 1 Nº 1, pag. 11",
16,1,1988,Santander,Rionegro,Finca,Grupo Armado No Identificado,Grupo Armado No Identificado,2,"Justicia y Paz Vol. 1 Nº 1, pag. 17",
17,1,1988,Cordoba,Puerto Escondido,Finca,Guerrilla  ,Guerrilla-EPL,1,"Justicia y Paz Vol. 1 Nº 1, pag. 17",
18,1,1988,Cordoba,Monteria,Finca  ,Grupo Armado No Identificado,Grupo Armado No Identificado,1,"Justicia y Paz Vol. 1 Nº 1, pag. 12",
18,1,1988,Santander,Cerrito,,Grupo Armado No Identificado,Grupo Armado No Identificado,1,"Justicia y Paz Vol. 1 Nº 1, pag. 11",
20,1,1988,Cesar,Chimichagua,Vereda Las Vegas,Grupo Armado No Identificado,Grupo Armado No Identificado,1,"Justicia y Paz Vol. 1 Nº 1, pag. 12",
20,1,1988,Cesar,Chimichagua,,Guerrilla  ,Guerrilla-ELN,1,"Justicia y Paz Vol. 1 Nº 1, pag. 18",
21,1,1988,Risaralda,Mistrato,Corregimiento de Manpay,Guerrilla  ,Guerrilla-EPL,1,"Justicia y Paz Vol. 1 Nº 1, pag. 12",
